location,bath,price,bhk,sqft
Electronic City,2,72.0,2,1342.0
Other,3,130.0,3,1600.0
Kanakapura,1,50.0,1,938.0
Budigere,3,99.0,3,1820.0
Bhoganhalli,4,170.0,4,2439.0
Bommanahalli,2,40.0,2,1091.0
Sarjapur  Road,2,74.03,2,1346.0
Rajaji Nagar,3,224.0,3,1720.0
JP Nagar,2,33.95,2,1060.0
Hebbal,2,97.0,2,1299.0
Yelahanka,3,85.0,3,1491.0
Basaveshwara Nagar,2,85.0,2,1200.0
Yelahanka,5,110.0,4,2088.0
Hulimavu,1,29.0,1,581.0
Electronic City,3,70.0,3,1275.0
Kothanur,2,55.0,2,1095.0
Old Madras Road,2,74.0,2,1330.0
Marathahalli,2,60.0,2,1135.0
Whitefield,1,39.0,1,516.0
Banaswadi,5,240.0,5,2250.0
Electronic City,1,38.0,2,770.0
Sarjapur  Road,5,330.0,4,3930.0
Abbigere,8,150.0,8,3000.0
Hebbal,4,450.0,4,3758.0
Bhoganhalli,3,115.0,3,1707.0
Sultan Palaya,2,49.0,2,1070.0
Tumkur Road,2,83.0,3,1240.0
JP Nagar,2,91.65,2,1300.0
Ambalipura,2,76.0,2,1700.0
Hulimavu,2,45.0,2,935.0
Thigalarapalya,4,151.0,3,2072.0
Other,3,225.0,4,2200.0
Jalahalli,1,46.0,1,615.0
KR Puram,2,45.0,2,1116.0
Whitefield,3,107.0,3,1639.0
Marathahalli,3,130.0,3,1839.0
Horamavu Agara,1,27.0,1,625.0
Thanisandra,1,61.0,1,933.0
Hosur Road,3,180.0,3,2289.0
Ramamurthy Nagar,3,125.0,3,2316.0
Horamavu Agara,2,38.0,2,1080.0
Vishwapriya Layout,2,36.0,2,910.0
Hormavu,2,73.0,2,1200.0
Kothanur,2,56.0,2,1142.0
2nd Stage Nagarbhavi,4,240.0,5,4000.0
Hormavu,3,204.0,3,1800.0
AECS Layout,2,55.0,2,1005.0
Other,3,133.0,3,1626.6
Kothanur,2,54.0,2,1074.0
Basavangudi,2,80.0,2,1230.0
Whitefield,3,113.0,3,1820.0
Other,2,100.0,2,1348.0
Kasavanhalli,2,66.25,2,1230.0
Frazer Town,2,78.0,2,1200.0
Hosa Road,2,55.15,2,1161.0
Other,4,175.0,4,1350.0
Kothanur,2,60.0,2,1285.0
Electronic City,3,92.59,3,1644.0
Kasavanhalli,3,150.0,3,1819.0
1st Phase JP Nagar,2,85.0,2,1205.0
Basavangudi,3,300.0,3,2350.0
Uttarahalli,2,42.0,2,1050.0
Raja Rajeshwari Nagar,2,62.0,2,1270.0
Jigani,3,70.0,3,1221.0
Haralur Road,2,85.0,2,1315.0
Raja Rajeshwari Nagar,2,68.0,2,1250.0
Bisuvanahalli,2,27.0,2,850.0
7th Phase JP Nagar,2,110.0,3,1600.0
Electronic City,2,62.0,2,1250.0
Electronic City Phase II,2,28.0,2,1300.0
Judicial Layout,3,162.0,4,1500.0
6th Phase JP Nagar,1,105.0,1,750.0
Gubbalala,3,125.0,3,2000.0
Electronic City Phase II,4,116.0,3,1940.0
Hennur Road,3,105.0,3,1590.0
Kothanur,2,53.0,2,1075.0
TC Palaya,2,55.0,2,900.0
Raja Rajeshwari Nagar,2,62.0,3,1260.0
Thanisandra,3,107.0,3,1702.0
Bisuvanahalli,2,65.0,3,1080.0
Kasavanhalli,2,45.0,2,1189.0
Tumkur Road,2,39.0,2,1035.0
Hennur Road,2,36.0,2,1200.0
Mahalakshmi Layout,6,852.0,8,4482.0
Other,3,200.0,3,1200.0
Yelahanka,2,93.65,2,1330.0
Ambedkar Nagar,4,125.0,3,1935.0
Other,3,90.0,3,1410.0
Narayanapura,2,99.14,2,1469.0
Varthur,2,30.0,2,986.0
Other,2,87.0,3,1460.0
Other,2,85.05,3,1260.0
Panathur,2,57.0,2,980.0
Kudlu Gate,2,75.0,2,1164.0
Subramanyapura,1,51.0,2,929.0
Kundalahalli,2,70.0,2,1065.0
Other,3,265.0,3,3000.0
Gunjur,3,62.63,3,1362.0
Yeshwanthpur,1,36.85,1,672.0
Brookefield,3,115.0,3,1746.0
Harlur,2,65.0,2,1532.0
Other,2,120.0,3,1200.0
Whitefield,4,218.0,4,3565.0
Marathahalli,2,85.0,2,1170.0
Other,3,150.0,3,1800.0
Cooke Town,3,375.0,3,2600.0
Kasturi Nagar,4,155.0,4,2507.0
Babusapalaya,2,34.0,2,1061.0
KR Puram,2,69.0,2,1290.0
Sarjapur,2,42.6,2,1200.0
Bharathi Nagar,2,39.29,2,1120.0
Electronic City,1,12.0,1,418.0
Sarjapur,3,50.0,3,1333.0
Sarjapur  Road,3,119.0,3,1691.0
Thanisandra,1,34.355,1,747.0
Koramangala,3,250.0,3,1700.0
Thanisandra,4,125.0,3,2030.0
Balagere,2,70.0,2,1012.0
Kudlu,2,60.0,3,1245.0
7th Phase JP Nagar,3,118.0,3,1765.0
Gottigere,2,36.25,2,1110.0
Sarjapur,2,36.0,2,1044.0
KR Puram,2,36.38,2,866.28
Whitefield,5,253.0,4,3410.0
Singasandra,2,56.0,2,1179.0
Uttarahalli,2,48.0,2,1125.0
Other,3,210.0,3,2098.0
Other,3,270.0,3,2400.0
Haralur Road,3,92.0,3,1976.0
5th Phase JP Nagar,2,61.8,2,1190.0
Other,3,192.0,3,1800.0
Cooke Town,3,120.0,3,1700.0
Electronic City,2,64.8,2,1128.0
Other,1,20.0,1,509.0
Ambedkar Nagar,4,122.0,3,1852.0
Varthur,2,40.65,2,1045.0
Marathahalli,2,53.67,2,1102.0
Kothanur,2,56.0,2,1140.0
Balagere,1,55.0,1,645.0
Other,5,325.0,5,2350.0
Nagarbhavi,3,225.0,3,1200.0
Other,3,135.0,3,2050.0
Sarjapur  Road,2,95.0,2,1335.0
Other,1,200.0,2,2100.0
Hebbal,3,77.68,3,1255.0
Hosakerehalli,3,240.0,3,2376.0
Thanisandra,1,46.0,1,663.0
Other,2,146.0,2,1276.0
Kodichikkanahalli,3,66.0,3,1400.0
Malleshwaram,3,275.0,3,2200.0
Green Glen Layout,3,80.0,3,1740.0
Bannerghatta Road,2,47.0,2,1154.0
Munnekollal,2,40.0,2,1200.0
Hennur,2,54.5,2,1155.0
Hebbal,5,192.0,4,2470.0
Padmanabhanagar,2,60.0,2,1100.0
Hormavu,2,65.0,2,1250.0
Kothanur,2,70.0,2,1400.0
Other,3,100.0,3,1600.0
Electronic City,2,55.0,2,1060.0
Horamavu Banaswadi,2,50.0,2,1272.0
Kanakpura Road,2,105.0,2,1296.0
Other,3,280.0,4,2100.0
Karuna Nagar,3,115.0,3,1945.0
Other,3,270.0,3,2100.0
Subramanyapura,3,110.0,3,1880.0
1st Block Jayanagar,4,368.0,4,2450.0
Kenchenahalli,2,52.0,2,1060.0
Hennur Road,3,138.0,3,2041.0
Hulimavu,2,125.0,2,1050.0
Vasanthapura,2,36.28,2,1037.0
LB Shastri Nagar,2,62.0,2,1184.0
Sarjapur  Road,3,126.0,3,1680.0
Thanisandra,3,100.0,3,1411.0
Other,4,320.0,4,3500.0
Thanisandra,3,120.0,3,1702.0
6th Phase JP Nagar,2,135.0,3,1515.0
JP Nagar,2,57.0,2,1107.0
Old Madras Road,3,106.0,3,1720.0
Other,3,150.0,3,1540.0
Bannerghatta Road,2,44.5,2,1000.0
Electronic City,1,40.42,1,710.0
Other,4,270.0,4,3200.0
Other,2,160.0,2,900.0
Bannerghatta Road,2,48.0,2,1250.0
Kaggadasapura,4,130.0,5,2400.0
Hegde Nagar,3,104.0,3,1584.01
Kaggadasapura,2,70.0,3,1485.0
Hennur Road,2,78.0,3,1100.0
8th Phase JP Nagar,2,59.0,2,1245.0
Hennur Road,4,154.0,4,1880.0
Frazer Town,3,350.0,3,2214.0
Bannerghatta Road,3,105.0,3,1640.0
Kengeri Satellite Town,2,43.0,2,1110.0
Other,4,630.0,4,4000.0
Haralur Road,2,75.0,2,1300.0
Hennur Road,2,69.61,2,1232.0
7th Phase JP Nagar,2,88.0,3,1275.0
Sarjapur  Road,2,68.0,3,1222.0
Varthur,2,39.0,2,1155.0
Horamavu Banaswadi,2,45.0,2,1200.0
Horamavu Agara,2,37.29,2,1166.0
5th Phase JP Nagar,5,170.0,5,4000.0
Rajaji Nagar,4,230.0,4,1350.0
Dommasandra,3,75.0,3,900.0
Chandapura,2,38.0,3,971.0
Hennur,2,52.32,2,1255.0
EPIP Zone,2,65.0,2,1810.0
Pattandur Agrahara,2,68.0,2,1350.0
Thyagaraja Nagar,6,180.0,7,3000.0
Brookefield,3,149.0,4,1560.0
Somasundara Palya,3,126.0,3,1650.0
Hennur Road,3,103.0,3,1748.0
Channasandra,3,67.77,3,1200.0
Kengeri Satellite Town,2,50.0,2,1170.0
Sarjapur  Road,4,225.0,4,3420.0
Frazer Town,3,180.0,3,1870.0
Sarjapur  Road,2,110.0,3,1510.0
Indira Nagar,2,130.0,2,1149.0
Thanisandra,4,129.0,4,1948.0
Sarjapur  Road,2,78.0,2,1242.0
Sonnenahalli,2,58.0,2,1268.0
Ramamurthy Nagar,2,50.0,2,1101.0
Gunjur,3,62.63,3,1362.0
Sarjapur  Road,3,140.0,3,984.0
Hosa Road,2,32.67,2,1089.0
Other,1,95.0,2,800.0
Uttarahalli,2,57.0,3,1345.0
Thanisandra,9,125.0,8,3600.0
Other,2,140.0,4,1650.0
Kaggalipura,2,45.0,2,950.0
HBR Layout,2,43.0,2,1068.0
Yelahanka New Town,1,31.0,2,860.0
Kengeri,5,130.0,8,3000.0
Banashankari,3,125.0,3,1800.0
Old Airport Road,4,204.0,4,2732.0
Ananth Nagar,2,38.0,2,1010.0
Nagarbhavi,3,170.0,2,1250.0
Doddakallasandra,2,41.0,2,1010.0
Mysore Road,3,115.0,3,1248.52
Attibele,1,10.0,1,410.0
JP Nagar,2,93.0,2,1250.0
KR Puram,2,43.0,2,1096.0
Electronic City Phase II,2,33.5,2,1160.0
Other,3,139.0,3,1936.0
Nehru Nagar,2,63.0,3,1269.0
Other,3,630.0,3,3500.0
Panathur,3,125.0,3,1586.0
Rajaji Nagar,2,124.0,2,1376.0
Hosa Road,3,107.0,3,1538.0
Hosur Road,2,130.0,3,1427.0
Harlur,2,77.0,2,1197.0
Varthur,1,19.9,2,674.0
Kengeri,1,15.0,1,410.0
Thanisandra,3,90.0,3,1573.0
Dodda Nekkundi,2,58.0,2,1135.0
Other,1,65.0,1,1200.0
Sonnenahalli,2,56.0,2,1268.0
Kambipura,2,39.0,2,883.0
Yelahanka,3,100.0,3,1600.0
Thanisandra,2,70.0,2,1056.0
Whitefield,4,330.0,4,4500.0
KR Puram,2,58.0,2,1204.0
Hennur Road,2,80.3,2,1460.0
Dodda Nekkundi,2,41.18,2,1100.0
Other,2,88.0,2,1310.0
Uttarahalli,2,57.0,3,1345.0
Other,5,240.0,5,2000.0
Singasandra,2,67.0,2,1416.0
HSR Layout,2,46.0,2,1145.0
Rajiv Nagar,2,43.0,2,972.0
Other,4,345.0,4,4500.0
Bellandur,2,47.39,2,1185.0
Green Glen Layout,3,81.0,3,1750.0
Other,4,316.0,3,3155.0
Balagere,2,68.0,2,1007.0
Rajaji Nagar,3,200.0,3,1700.0
Whitefield,2,85.0,2,1250.0
Horamavu Agara,2,42.28,2,994.0
Ramamurthy Nagar,2,40.0,2,1150.0
Other,2,115.0,2,1441.0
Old Madras Road,2,47.32,2,1157.0
Thigalarapalya,2,105.0,2,1400.0
Tindlu,3,65.0,3,1370.07
Judicial Layout,2,40.0,2,900.0
Other,1,17.0,1,418.0
Other,3,80.0,3,1200.0
ISRO Layout,2,43.0,2,1200.0
Talaghattapura,2,42.48,2,1062.0
Bannerghatta Road,2,44.0,2,1012.0
Other,2,200.0,3,1500.0
Kanakpura Road,2,78.0,2,1430.0
Channasandra,2,56.0,3,1195.0
Bisuvanahalli,2,42.0,3,1075.0
Sonnenahalli,2,59.0,2,1011.0
7th Phase JP Nagar,2,102.0,3,1450.0
Sarjapur  Road,2,69.0,2,1129.0
Sarjapura - Attibele Road,2,36.0,2,1126.0
Attibele,3,110.0,3,1200.0
Hennur Road,3,140.0,3,1933.0
TC Palaya,2,64.0,2,1082.0
LB Shastri Nagar,8,250.0,8,2400.0
Other,1,28.0,1,610.0
Raja Rajeshwari Nagar,4,160.0,4,1560.0
Kathriguppe,3,77.99,3,1300.0
CV Raman Nagar,2,46.0,2,1125.0
Kengeri Satellite Town,2,25.0,2,777.4
Old Airport Road,3,150.0,3,1798.0
Other,3,120.0,3,1864.0
Kengeri,1,25.0,1,400.0
Rajaji Nagar,2,70.0,2,1200.0
Ananth Nagar,2,24.8,2,992.0
Other,2,57.0,2,950.0
R.T. Nagar,4,185.0,4,1500.0
Bellandur,2,62.0,2,1200.0
GM Palaya,3,70.0,3,1735.0
BTM 2nd Stage,3,172.0,3,1750.0
HSR Layout,2,56.0,2,1009.0
Jalahalli,2,102.0,3,1470.0
Bannerghatta Road,3,115.0,3,1527.0
Chandapura,4,135.0,4,3300.0
Whitefield,2,77.0,2,1277.0
Whitefield,3,140.0,3,1820.0
Banashankari,3,205.0,3,1886.0
Other,2,190.0,3,1200.0
Jakkur,4,110.0,3,1880.0
Hennur,2,52.35,2,1255.0
Somasundara Palya,2,46.0,2,1140.0
Electronic City Phase II,2,29.6,2,1025.0
Whitefield,4,247.0,4,3453.0
Other,4,165.0,4,1200.0
Sarjapur  Road,3,140.0,3,1850.0
Kaikondrahalli,2,78.0,2,1250.0
Jalahalli,2,88.0,2,1244.0
Kengeri Satellite Town,2,28.57,2,1025.0
7th Phase JP Nagar,2,39.33,2,1035.0
2nd Stage Nagarbhavi,3,230.0,4,1500.0
Hosa Road,2,84.22,3,1470.0
Harlur,3,125.0,3,1752.12
Old Madras Road,3,170.0,3,2990.0
Electronic City,3,63.43,3,1275.0
Bommasandra Industrial Area,3,52.81,3,1365.0
Other,2,90.0,3,1200.0
Kanakpura Road,3,170.0,3,2546.0
Banashankari Stage VI,3,69.46,3,1392.0
Singasandra,2,73.0,3,1476.0
KR Puram,1,21.5,1,700.0
Jigani,2,48.0,2,943.0
Pai Layout,2,170.0,2,1150.0
Varthur,3,69.43,3,1615.0
Other,2,100.0,2,1279.0
Benson Town,3,280.0,3,1805.0
Sompura,3,65.0,3,1350.0
Rajaji Nagar,2,123.0,2,1357.0
Hebbal,3,117.0,3,1645.0
Ardendale,3,92.0,3,1777.26
Bisuvanahalli,2,32.0,2,845.0
Varthur,2,64.15,2,1210.0
Electronic City Phase II,2,22.8,2,829.0
Sarjapur  Road,3,155.0,3,1879.0
Sarjapur  Road,2,75.0,3,1157.0
Green Glen Layout,3,115.0,3,1751.0
Other,3,250.0,5,1550.0
Channasandra,2,38.0,2,1175.0
Jalahalli,2,98.49,2,1407.0
Yelachenahalli,2,50.0,2,1000.0
Electronic City,3,75.0,3,1518.0
Other,4,300.0,4,3600.0
Tumkur Road,2,67.0,2,1027.0
HSR Layout,2,46.0,2,1145.0
Rajaji Nagar,2,113.0,2,1260.0
Other,4,120.0,3,1600.0
Hegde Nagar,3,135.0,3,1500.0
Banashankari Stage V,4,240.0,3,1200.0
Hennur Road,2,46.5,2,1030.0
Gubbalala,6,88.0,6,2500.0
Kammasandra,2,35.0,2,1057.0
Old Airport Road,4,208.0,4,2774.0
Hormavu,2,53.7,2,1075.0
Mysore Road,2,60.0,3,1080.0
Singasandra,2,45.0,2,1139.7
Sarjapur  Road,5,175.0,4,2425.0
Sarjapur  Road,2,74.0,2,1323.0
Hennur Road,2,69.61,2,1232.0
Kalena Agrahara,2,40.0,2,900.0
Sarjapura - Attibele Road,1,23.65,1,740.0
Hebbal,3,134.0,3,1920.0
Bannerghatta Road,3,96.0,3,1550.0
Gunjur,2,90.0,3,1588.0
R.T. Nagar,8,165.0,9,3600.0
Other,2,86.0,2,1308.0
Kogilu,9,450.0,10,3280.0
Other,3,265.0,4,2170.0
Thanisandra,3,135.0,3,1719.0
Horamavu Agara,2,41.51,2,1107.83
Electronic City,2,31.48,1,1090.0
Other,5,210.0,5,1500.0
Jakkur,3,104.0,3,1660.0
Nagavara,2,58.56,2,1247.0
Thanisandra,3,96.0,3,1595.0
Kaggadasapura,2,50.0,2,1175.0
Old Airport Road,2,78.0,2,1184.0
Kaval Byrasandra,2,78.0,2,935.0
Yelahanka,2,60.0,2,1200.0
Rajaji Nagar,5,408.0,5,2400.0
Uttarahalli,2,52.0,2,1000.0
Yelahanka,3,85.0,3,1705.0
Chikka Tirupathi,4,120.0,4,2325.0
Varthur,2,95.0,2,1402.0
Whitefield,4,125.0,3,2280.0
5th Phase JP Nagar,2,53.0,2,1080.0
Other,3,300.0,3,1919.0
Begur Road,2,42.6,2,1100.0
Sarjapur  Road,4,225.0,4,2500.0
Bannerghatta Road,2,78.0,2,1200.0
Other,3,78.0,2,1200.0
Whitefield,5,200.0,4,2882.0
Other,3,273.0,3,2180.0
Abbigere,2,38.92,2,985.0
Sarjapur,2,35.0,2,950.0
Other,4,180.0,4,1200.0
Hoskote,2,28.095,2,1003.5
Kaval Byrasandra,3,200.0,3,2700.0
Sarjapur,3,330.0,3,3009.0
Other,8,310.0,8,3300.0
Chandapura,1,30.0,2,800.0
Chikkabanavar,4,65.0,5,2000.0
Other,4,190.0,4,1200.0
Other,2,95.0,2,1300.0
Sarjapur  Road,3,178.0,3,2289.0
Other,2,89.5,2,1350.0
Kambipura,2,45.0,2,883.0
Thanisandra,3,125.0,3,1698.0
Electronic City Phase II,4,105.0,4,2187.5
Ambalipura,2,58.5,2,1060.0
Somasundara Palya,2,75.0,2,1185.0
Padmanabhanagar,3,180.0,3,2051.0
Vittasandra,2,72.0,2,1404.0
Electronic City Phase II,2,67.0,2,1252.0
Bannerghatta Road,3,125.0,3,1885.0
Kaikondrahalli,6,225.0,6,3381.0
Hormavu,2,42.0,2,980.0
Rajaji Nagar,3,340.0,3,2500.0
Other,3,156.0,3,2312.0
Other,2,70.0,2,1175.0
Bhoganhalli,2,52.5,2,970.0
Whitefield,3,92.63,3,1639.5
Other,3,240.0,3,2150.0
Harlur,3,320.0,3,3425.0
Hennur Road,4,253.0,4,2950.0
Jalahalli,2,66.0,1,1200.0
Kathriguppe,2,73.43,3,1335.0
Rajaji Nagar,3,372.0,3,2390.0
Shivaji Nagar,2,90.0,3,1460.0
Thanisandra,3,85.73,3,1732.0
Sector 2 HSR Layout,2,85.41,2,1095.0
Kengeri,1,17.19,1,416.0
Yelahanka,2,85.0,3,1350.0
Bannerghatta,3,124.0,3,1776.0
Hormavu,2,56.0,2,860.0
Other,3,400.0,3,2800.0
Nagasandra,3,95.0,3,1650.0
Whitefield,2,70.0,2,1190.0
JP Nagar,2,33.99,2,1133.0
Horamavu Banaswadi,4,118.0,3,1448.0
Kodichikkanahalli,2,50.0,2,976.0
Other,4,240.0,4,1350.0
Yelahanka,3,110.0,3,1633.0
Ramagondanahalli,2,46.0,2,1151.0
Uttarahalli,2,36.0,2,1037.0
Thigalarapalya,4,162.0,3,2215.0
Hennur,2,54.5,2,1255.0
Other,2,300.0,3,2500.0
Hormavu,2,53.7,2,1075.0
Harlur,5,180.0,4,2569.0
ITPL,2,27.0,2,900.0
Kudlu Gate,2,79.54,2,1183.0
HSR Layout,2,44.0,2,1100.0
GM Palaya,2,70.0,3,1643.0
Other,2,120.0,3,1500.0
Jakkur,2,75.0,2,1291.0
Hennur,3,80.0,3,1150.0
Electronic City,2,55.0,2,1060.0
7th Phase JP Nagar,2,110.0,3,1575.0
Mahadevpura,2,58.0,2,1236.0
Malleshwaram,4,326.0,3,2475.0
Pai Layout,6,175.0,6,3800.0
Haralur Road,5,375.0,4,4694.0
Hulimavu,4,75.0,4,1200.0
Harlur,2,56.0,2,1225.0
Thanisandra,2,75.0,2,1056.0
Banashankari,3,74.52,3,1200.0
Kudlu Gate,3,110.0,3,1850.0
Other,1,39.82,1,1200.0
Other,6,460.0,5,3520.0
Jigani,2,56.0,2,918.0
Lakshminarayana Pura,2,80.0,2,1200.0
CV Raman Nagar,2,78.0,3,1400.0
Hosur Road,2,106.0,2,1345.0
8th Phase JP Nagar,2,80.0,2,1510.0
Kanakpura Road,1,27.0,1,525.0
ITPL,3,61.52,3,1500.0
Yelahanka,1,42.535,1,827.5
Vidyaranyapura,2,72.0,3,1100.0
Other,3,68.0,3,1200.0
Hormavu,4,115.0,4,2282.0
Sarjapur,3,100.0,3,2172.0
Other,6,390.0,6,3800.0
8th Phase JP Nagar,3,165.0,3,3300.0
Other,1,48.0,1,410.0
Kadugodi,2,44.0,2,1088.0
Sahakara Nagar,2,46.0,2,1200.0
Haralur Road,2,82.0,2,1309.0
Other,3,200.0,3,1717.0
7th Phase JP Nagar,3,200.0,3,2100.0
Other,1,90.0,2,880.0
5th Phase JP Nagar,2,54.0,2,1041.0
Bannerghatta,3,150.0,3,1776.0
Other,2,80.0,2,1293.0
Thanisandra,2,83.05,2,1245.0
Haralur Road,1,44.0,2,1027.0
Yelenahalli,2,46.17,2,1200.0
Other,3,72.0,3,1065.0
Kannamangala,3,129.0,3,1814.0
Ramagondanahalli,2,112.0,3,1610.0
Kumaraswami Layout,1,78.0,1,850.0
Other,2,77.13,3,1250.0
Haralur Road,2,46.0,2,1243.0
Electronic City,2,75.0,2,1353.0
Other,3,210.0,4,2100.0
Whitefield,4,550.0,4,4800.0
Sahakara Nagar,2,96.0,2,1270.0
Thanisandra,4,188.0,4,2695.0
BTM 2nd Stage,2,90.0,2,1400.0
Kasavanhalli,2,90.0,2,1585.0
Electronic City,2,67.0,2,1128.0
HSR Layout,2,60.0,2,1203.0
Mallasandra,2,35.0,2,905.0
Hennur Road,3,79.0,3,1450.0
Varthur,2,38.0,2,1105.0
Channasandra,2,46.13,2,1200.0
Dasarahalli,2,78.56,2,1333.0
Haralur Road,2,46.0,2,1243.0
Margondanahalli,2,65.0,2,1200.0
Whitefield,2,94.0,2,1270.0
Chandapura,2,35.0,2,900.0
Attibele,2,250.0,4,2400.0
Bannerghatta Road,2,78.0,3,1450.0
Mahalakshmi Layout,2,67.0,2,1080.0
Other,2,72.0,2,1220.0
Begur Road,2,44.4,2,1200.0
Bommanahalli,2,73.17,2,1355.0
R.T. Nagar,3,348.0,3,2400.0
Koramangala,2,95.0,2,1355.0
Electronic City,2,57.0,2,1070.0
CV Raman Nagar,4,180.0,3,1980.0
Bommasandra,2,30.0,2,842.0
Bannerghatta Road,1,31.2,1,700.0
Other,2,75.0,2,1100.0
Raja Rajeshwari Nagar,2,40.54,2,1196.0
Varthur,3,170.0,3,2145.0
Whitefield,2,89.0,2,1220.0
6th Phase JP Nagar,2,75.0,2,1192.0
Marathahalli,3,110.0,3,1449.0
Ardendale,3,250.0,3,2500.0
Electronic City,3,90.0,3,1700.0
Hebbal,3,150.0,3,1920.0
Other,2,90.0,2,1350.0
Other,5,350.0,4,4800.0
Hoodi,3,76.0,2,1447.0
Kanakpura Road,2,107.0,2,1329.0
Sarjapur  Road,2,70.44,3,1314.0
Other,3,110.0,3,1200.0
Hosa Road,3,103.0,3,1513.0
Vittasandra,2,67.5,2,1246.0
Other,1,65.0,1,705.0
Dasarahalli,2,62.0,2,1220.0
Kaval Byrasandra,3,75.0,3,1400.0
Kasavanhalli,2,80.0,2,1245.0
Nagavara,2,275.0,3,2000.0
Gollarapalya Hosahalli,2,36.5,2,996.0
Yelahanka New Town,2,44.0,2,1000.0
Other,2,75.0,2,1250.0
Thanisandra,2,80.0,3,1261.0
Kammasandra,2,25.53,2,982.0
Bommasandra,3,49.36,3,1260.0
HSR Layout,2,135.0,3,1590.0
Horamavu Agara,2,39.0,2,1220.0
Green Glen Layout,3,105.0,3,1750.0
Malleshwaram,2,140.0,2,1500.0
Varthur,3,90.0,3,1560.0
Kaggalipura,5,212.0,4,3150.0
Karuna Nagar,3,165.0,3,1960.0
JP Nagar,5,309.0,4,3200.0
Yeshwanthpur,2,100.0,2,1195.0
Other,4,699.0,4,4304.0
Other,1,40.0,1,648.0
Sarjapur  Road,3,130.0,3,2100.0
Other,4,602.0,4,4209.0
Kudlu,2,44.0,2,1027.0
Whitefield,4,250.0,4,1575.0
Bommasandra,3,52.82,3,1365.0
Yelahanka New Town,1,18.0,1,650.0
Chandapura,2,52.0,3,1200.0
Cooke Town,2,90.0,2,1100.0
Banashankari,2,63.0,2,1100.0
Kammasandra,3,65.0,3,1500.0
Other,5,150.0,4,1200.0
Vittasandra,2,67.5,2,1246.0
Other,1,13.0,1,500.0
Other,4,325.0,5,2400.0
Kaikondrahalli,4,125.0,4,1200.0
Yelahanka New Town,2,80.0,2,600.0
Vittasandra,2,70.0,2,1404.0
Ramagondanahalli,2,115.0,3,1610.0
Varthur,2,85.0,2,1760.0
Kudlu,2,46.0,2,1110.0
Rajaji Nagar,3,399.0,3,2415.0
Gunjur,2,44.5,2,1235.0
Other,2,115.0,2,1115.0
Harlur,2,76.0,2,1197.0
Begur Road,1,32.0,1,644.0
Bellandur,2,47.0,2,1251.0
Neeladri Nagar,2,30.0,2,1105.0
Kammanahalli,4,200.0,4,1600.0
Hormavu,2,55.0,2,1206.0
Choodasandra,3,78.0,3,1560.0
7th Phase JP Nagar,1,47.0,1,750.0
Billekahalli,2,90.0,2,1035.0
Sarjapur  Road,1,35.8,1,702.0
Attibele,3,65.0,3,1700.0
HRBR Layout,2,68.5,2,1145.0
Green Glen Layout,3,135.0,3,1885.0
Old Madras Road,2,37.77,2,935.0
Old Madras Road,2,73.0,2,1171.0
Singasandra,2,60.0,2,1465.0
Budigere,3,95.0,3,1820.0
Raja Rajeshwari Nagar,2,66.85,3,1580.0
Hennur Road,2,89.56,3,1445.0
Kothanur,2,56.0,2,1140.0
Rachenahalli,3,160.0,3,2600.0
Jakkur,2,85.0,2,1473.0
Kathriguppe,3,80.99,3,1350.0
Prithvi Layout,4,500.0,4,4040.0
CV Raman Nagar,4,166.0,3,1980.0
Hoodi,3,128.0,3,1660.0
Kogilu,7,85.0,7,2456.0
Chamrajpet,2,45.0,2,650.0
Neeladri Nagar,5,425.0,5,4000.0
Malleshwaram,4,340.0,3,2475.0
Other,3,90.0,3,1495.0
R.T. Nagar,2,48.0,2,1080.0
7th Phase JP Nagar,2,42.0,2,1050.0
Begur,3,12.0,3,2400.0
Ulsoor,1,150.0,1,840.0
Uttarahalli,2,39.5,2,1000.0
Kammasandra,2,40.5,2,985.0
BTM 2nd Stage,2,70.0,2,1200.0
Ambalipura,3,100.0,3,1650.0
Sarjapur  Road,4,110.0,4,1240.0
Other,2,60.0,2,1000.0
Ramagondanahalli,3,56.1,3,1200.0
Haralur Road,2,43.0,2,1140.0
HSR Layout,2,70.0,2,1120.0
Sector 7 HSR Layout,3,185.0,3,1760.0
Hennur Road,2,50.74,2,973.0
Kundalahalli,3,146.0,3,1724.0
Banashankari,2,40.79,2,1020.0
Electronic City,1,35.0,1,750.0
Kambipura,2,49.0,2,883.0
Other,2,76.0,2,660.0
Ramagondanahalli,5,220.0,4,2787.0
Other,2,76.0,2,1275.0
Kothanur,3,120.0,3,1787.0
Sarjapur  Road,2,110.0,2,1320.0
Yeshwanthpur,3,108.0,3,1692.0
Other,1,40.0,1,793.0
GM Palaya,1,35.0,1,675.0
Jalahalli East,2,42.5,2,1035.0
Sarjapur  Road,3,128.0,3,1800.0
Green Glen Layout,3,70.0,3,1625.0
Electronic City Phase II,2,32.63,2,1125.0
Amruthahalli,2,42.0,2,1025.0
Hennur Road,2,83.73,3,1482.0
Other,2,130.0,3,1630.0
Arekere,2,44.5,2,900.0
Yelahanka,2,75.0,3,1355.0
Akshaya Nagar,2,45.0,2,1200.0
Other,3,400.0,3,3000.0
5th Phase JP Nagar,2,42.0,2,812.0
Basaveshwara Nagar,2,70.0,2,1200.0
Marathahalli,2,101.0,2,1360.0
Rachenahalli,3,110.0,3,1756.0
